PUBLICATION_DATE,TAXA_ID,ALGAL_GROUP,CLASS,FAMILY,GENUS,ORDER,PHYLUM,SPECIES,TARGET_TAXON
4/25/2021,4274,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,PLEUROTAENIUM TRIDENTULUM,PLEUROTAENIUM TRIDENTULUM
4/25/2021,4275,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,,PLEUROTAENIUM
4/25/2021,4276,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPHAEROZOSMA,ZYGNEMATALES,CHLOROPHYTA,,SPHAEROZOSMA
4/25/2021,4277,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PAPILLOSUM,SPONDYLOSIUM PAPILLOSUM
4/25/2021,4278,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PLANUM,SPONDYLOSIUM PLANUM
4/25/2021,4279,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,SPONDYLOSIUM PULCHRUM,SPONDYLOSIUM PULCHRUM
4/25/2021,4280,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,SPONDYLOSIUM,ZYGNEMATALES,CHLOROPHYTA,,SPONDYLOSIUM
4/25/2021,4281,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM ALTERNANS,STAURASTRUM ALTERNANS
4/25/2021,4282,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM ARACHNE,STAURASTRUM ARACHNE
4/25/2021,4283,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM CINGULUM,STAURASTRUM CINGULUM
4/25/2021,4284,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM GRACILE,STAURASTRUM GRACILE
4/25/2021,4285,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LEPTOCLADUM,STAURASTRUM LEPTOCLADUM
4/25/2021,4286,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LIMNETICUM,STAURASTRUM LIMNETICUM
4/25/2021,4287,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM LONGIPES,STAURASTRUM LONGIPES
4/25/2021,4288,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PARADOXUM,STAURASTRUM PARADOXUM
4/25/2021,4289,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PENTACERUM,STAURASTRUM PENTACERUM
4/25/2021,4290,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM PINGUE,STAURASTRUM PINGUE
4/25/2021,4291,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM SETIGERUM,STAURASTRUM SETIGERUM
4/25/2021,4292,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,STAURASTRUM WOLLEANUM,STAURASTRUM WOLLEANUM
4/25/2021,4293,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURASTRUM,ZYGNEMATALES,CHLOROPHYTA,,STAURASTRUM
4/25/2021,4294,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,STAURODESMUS APICULATUS,STAURODESMUS APICULATUS
4/25/2021,4295,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,STAURODESMUS TRIANGULARIS,STAURODESMUS TRIANGULARIS
4/25/2021,4296,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,STAURODESMUS,ZYGNEMATALES,CHLOROPHYTA,,STAURODESMUS
4/25/2021,4297,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA EXCAVATA,TEILINGIA EXCAVATA
4/25/2021,4298,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA GRANULATA,TEILINGIA GRANULATA
4/25/2021,4299,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,TEILINGIA WALLICHII,TEILINGIA WALLICHII
4/25/2021,4300,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TEILINGIA,ZYGNEMATALES,CHLOROPHYTA,,TEILINGIA
4/25/2021,4301,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,TETMEMORUS,ZYGNEMATALES,CHLOROPHYTA,,TETMEMORUS
4/25/2021,4302,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,XANTHIDIUM,ZYGNEMATALES,CHLOROPHYTA,XANTHIDIUM OCTOCORNE,XANTHIDIUM OCTOCORNE
4/25/2021,4303,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,XANTHIDIUM,ZYGNEMATALES,CHLOROPHYTA,,XANTHIDIUM
4/25/2021,4304,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,BOTRYOCOCCUS BRAUNII,BOTRYOCOCCUS BRAUNII
4/25/2021,4305,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,BOTRYOCOCCUS PROTUBERANS,BOTRYOCOCCUS PROTUBERANS
4/25/2021,4306,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,BOTRYOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,,BOTRYOCOCCUS
4/25/2021,4307,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM CHLORELLOIDES,DICTYOSPHAERIUM CHLORELLOIDES
4/25/2021,4308,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM EHRENBERGIANUM,DICTYOSPHAERIUM EHRENBERGIANUM
4/25/2021,4309,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM PULCHELLUM,DICTYOSPHAERIUM PULCHELLUM
4/25/2021,4310,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,DICTYOSPHAERIUM TETRACHOTOMUM,DICTYOSPHAERIUM TETRACHOTOMUM
4/25/2021,4311,GREEN ALGAE,CHLOROPHYCEAE,DICTYOSPHAERIACEAE,DICTYOSPHAERIUM,CHLOROCOCCALES,CHLOROPHYTA,,DICTYOSPHAERIUM
4/25/2021,4312,GREEN ALGAE,CHLOROPHYCEAE,GLOEOTILACEAE,BINUCLEARIA,ULOTRICHALES,CHLOROPHYTA,BINUCLEARIA TECTORUM,BINUCLEARIA TECTORUM
4/25/2021,4313,GREEN ALGAE,CHLOROPHYCEAE,GLOEOTILACEAE,BINUCLEARIA,ULOTRICHALES,CHLOROPHYTA,,BINUCLEARIA
4/25/2021,4314,GREEN ALGAE,CHLOROPHYCEAE,HAEMATOCOCCACEAE,HAEMATOCOCCUS,VOLVOCALES,CHLOROPHYTA,,HAEMATOCOCCUS
4/25/2021,4315,GREEN ALGAE,CHLOROPHYCEAE,HORMOTILACEAE,PALMODICTYON,CHLOROCOCCALES,CHLOROPHYTA,PALMODICTYON VIRIDE,PALMODICTYON VIRIDE
4/25/2021,4316,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PARAPEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PARAPEDIASTRUM BIRADIATUM,PARAPEDIASTRUM BIRADIATUM
4/25/2021,4317,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM ANGULOSUM,PEDIASTRUM ANGULOSUM
4/25/2021,4318,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM BORYANUM,PEDIASTRUM BORYANUM
4/25/2021,4319,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM DUPLEX,PEDIASTRUM DUPLEX
4/25/2021,4320,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM KAWRAISKYI,PEDIASTRUM KAWRAISKYI
4/25/2021,4321,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM SIMPLEX,PEDIASTRUM SIMPLEX
4/25/2021,4322,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,PEDIASTRUM TETRAS,PEDIASTRUM TETRAS
4/25/2021,4323,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,PEDIASTRUM,CHLOROCOCCALES,CHLOROPHYTA,,PEDIASTRUM
4/25/2021,4324,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,SORASTRUM,SPHAEROPLEALES,CHLOROPHYTA,SORASTRUM AMERICANUM,SORASTRUM AMERICANUM
4/25/2021,4325,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,SORASTRUM,SPHAEROPLEALES,CHLOROPHYTA,,SORASTRUM
4/25/2021,4326,GREEN ALGAE,CHLOROPHYCEAE,HYDRODICTYACEAE,STAURIDIUM,SPHAEROPLEALES,CHLOROPHYTA,STAURIDIUM TETRAS,STAURIDIUM TETRAS
4/25/2021,4327,GREEN ALGAE,CHLOROPHYCEAE,KOLIELLACEAE,KOLIELLA,CHLORELLALES,CHLOROPHYTA,KOLIELLA LONGISETA,KOLIELLA LONGISETA
4/25/2021,4328,GREEN ALGAE,CHLOROPHYCEAE,MESOTAENIACEAE,GONATOZYGON,ZYGNEMATALES,CHLOROPHYTA,GONATOZYGON MONOTAENIUM,GONATOZYGON MONOTAENIUM
4/25/2021,4329,GREEN ALGAE,CHLOROPHYCEAE,MESOTAENIACEAE,GONATOZYGON,ZYGNEMATALES,CHLOROPHYTA,,GONATOZYGON
4/25/2021,4330,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,GOLENKINA PAUCISPINA,GOLENKINA PAUCISPINA
4/25/2021,4331,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,GOLENKINA RADIATA,GOLENKINA RADIATA
4/25/2021,4332,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,GOLENKINA,CHLOROCOCCALES,CHLOROPHYTA,,GOLENKINA
4/25/2021,4333,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,MICRACTINIUM PUSILLUM,MICRACTINIUM PUSILLUM
4/25/2021,4334,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,MICRACTINIUM QUADRISETUM,MICRACTINIUM QUADRISETUM
4/25/2021,4335,GREEN ALGAE,CHLOROPHYCEAE,MICRACTINIACEAE,MICRACTINIUM,CHLOROCOCCALES,CHLOROPHYTA,,MICRACTINIUM
4/25/2021,4336,GREEN ALGAE,CHLOROPHYCEAE,MICROSPORACEAE,MICROSPORA,CHLOROCOCCALES,CHLOROPHYTA,,MICROSPORA
4/25/2021,4337,GREEN ALGAE,CHLOROPHYCEAE,NEOCHLORIDACEAE,CHLOROTETRAEDRON,SPHAEROPLEALES,CHLOROPHYTA,CHLOROTETRAEDRON INCUS,CHLOROTETRAEDRON INCUS
4/25/2021,4338,GREEN ALGAE,CHLOROPHYCEAE,OEDOGONIACEAE,BULBOCHAETE,OEDOGONIALES,CHLOROPHYTA,,BULBOCHAETE
4/25/2021,4339,GREEN ALGAE,CHLOROPHYCEAE,OEDOGONIACEAE,OEDOGONIUM,OEDOGONIALES,CHLOROPHYTA,,OEDOGONIUM
4/25/2021,4340,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS BIBRAIANUS,ANKISTRODESMUS BIBRAIANUS
4/25/2021,4341,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS FALCATUS,ANKISTRODESMUS FALCATUS
4/25/2021,4342,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,ANKISTRODESMUS SPIRALIS,ANKISTRODESMUS SPIRALIS
4/25/2021,4343,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,ANKISTRODESMUS,CHLOROCOCCALES,CHLOROPHYTA,,ANKISTRODESMUS
4/25/2021,4344,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,CHLORELLA ELLIPSOIDEA,CHLORELLA ELLIPSOIDEA
4/25/2021,4345,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,CHLORELLA VULGARIS,CHLORELLA VULGARIS
4/25/2021,4346,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CHLORELLA,OOCYSTALES,CHLOROPHYTA,,CHLORELLA
4/25/2021,4347,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,CLOSTERIOPSIS ACICULARIS,CLOSTERIOPSIS ACICULARIS
4/25/2021,4348,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,CLOSTERIOPSIS LONGISSIMA,CLOSTERIOPSIS LONGISSIMA
4/25/2021,4349,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,CLOSTERIOPSIS,OOCYSTALES,CHLOROPHYTA,,CLOSTERIOPSIS
4/25/2021,4350,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,EREMOSPHAERA,CHLOROCOCCALES,CHLOROPHYTA,EREMOSPHAERA VIRIDIS,EREMOSPHAERA VIRIDIS
4/25/2021,4351,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KERATOCOCCUS,CHLOROCOCCALES,CHLOROPHYTA,KERATOCOCCUS BICAUDATUS,KERATOCOCCUS BICAUDATUS
4/25/2021,4352,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA CONTORTA,KIRCHNERIELLA CONTORTA
4/25/2021,4353,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA LUNARIS,KIRCHNERIELLA LUNARIS
4/25/2021,4354,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,KIRCHNERIELLA OBESA,KIRCHNERIELLA OBESA
4/25/2021,4355,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,KIRCHNERIELLA,CHLOROCOCCALES,CHLOROPHYTA,,KIRCHNERIELLA
4/25/2021,4356,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA CHODATII,LAGERHEIMIA CHODATII
4/25/2021,4357,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA CITRIFORMIS,LAGERHEIMIA CITRIFORMIS
4/25/2021,4358,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA GENEVENSIS,LAGERHEIMIA GENEVENSIS
4/25/2021,4359,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA LONGISETA,LAGERHEIMIA LONGISETA
4/25/2021,4360,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA QUADRISETA,LAGERHEIMIA QUADRISETA
4/25/2021,4361,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA SUBSALSA,LAGERHEIMIA SUBSALSA
4/25/2021,4362,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,LAGERHEIMIA WRATISLAVIENSIS,LAGERHEIMIA WRATISLAVIENSIS
4/25/2021,4363,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,LAGERHEIMIA,CHLOROCOCCALES,CHLOROPHYTA,,LAGERHEIMIA
4/25/2021,4364,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM ARCUATUM,MONORAPHIDIUM ARCUATUM
4/25/2021,4365,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM CIRCINALE,MONORAPHIDIUM CIRCINALE
4/25/2021,4366,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM CONTORTUM,MONORAPHIDIUM CONTORTUM
4/25/2021,4367,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM CONVOLUTUM,MONORAPHIDIUM CONVOLUTUM
4/25/2021,4368,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM GRIFFITHII,MONORAPHIDIUM GRIFFITHII
4/25/2021,4369,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM IRREGULARE,MONORAPHIDIUM IRREGULARE
4/25/2021,4370,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM KOMARKOVAE,MONORAPHIDIUM KOMARKOVAE
4/25/2021,4371,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM MINIMUM,MONORAPHIDIUM MINIMUM
4/25/2021,4372,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM MINUTUM,MONORAPHIDIUM MINUTUM
4/25/2021,4373,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM NANUM,MONORAPHIDIUM NANUM
4/25/2021,4374,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM PUSILLUM,MONORAPHIDIUM PUSILLUM
4/25/2021,4375,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,MONORAPHIDIUM TORTILE,MONORAPHIDIUM TORTILE
4/25/2021,4376,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,MONORAPHIDIUM,CHLOROCOCCALES,CHLOROPHYTA,,MONORAPHIDIUM
4/25/2021,4377,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,NEPHROCYTIUM,CHLOROCOCCALES,CHLOROPHYTA,NEPHROCYTIUM AGARDHIANUM,NEPHROCYTIUM AGARDHIANUM
4/25/2021,4378,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,NEPHROCYTIUM,CHLOROCOCCALES,CHLOROPHYTA,NEPHROCYTIUM LIMNETICUM,NEPHROCYTIUM LIMNETICUM
4/25/2021,4379,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,NEPHROCYTIUM,CHLOROCOCCALES,CHLOROPHYTA,NEPHROCYTIUM LUNATUM,NEPHROCYTIUM LUNATUM
4/25/2021,4380,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,NEPHROCYTIUM,CHLOROCOCCALES,CHLOROPHYTA,,NEPHROCYTIUM
4/25/2021,4381,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS BORGEI,OOCYSTIS BORGEI
4/25/2021,4382,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS CRASSA,OOCYSTIS CRASSA
4/25/2021,4383,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS LACUSTRIS,OOCYSTIS LACUSTRIS
4/25/2021,4384,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS MARSSONII,OOCYSTIS MARSSONII
4/25/2021,4385,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS PARVA,OOCYSTIS PARVA
4/25/2021,4386,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS PUSILLA,OOCYSTIS PUSILLA
4/25/2021,4387,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,OOCYSTIS SOLITARIA,OOCYSTIS SOLITARIA
4/25/2021,4388,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,OOCYSTIS,CHLOROCOCCALES,CHLOROPHYTA,,OOCYSTIS
4/25/2021,4389,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,PLANKTOSPHAERIA,CHLOROCOCCALES,CHLOROPHYTA,PLANKTOSPHAERIA GELATINOSA,PLANKTOSPHAERIA GELATINOSA
4/25/2021,4390,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,PLANKTOSPHAERIA,CHLOROCOCCALES,CHLOROPHYTA,,PLANKTOSPHAERIA
4/25/2021,4391,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,QUADRIGULA,CHLOROCOCCALES,CHLOROPHYTA,QUADRIGULA CHODATII,QUADRIGULA CHODATII
4/25/2021,4392,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,QUADRIGULA,CHLOROCOCCALES,CHLOROPHYTA,QUADRIGULA CLOSTEROIDES,QUADRIGULA CLOSTEROIDES
4/25/2021,4393,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,QUADRIGULA,CHLOROCOCCALES,CHLOROPHYTA,QUADRIGULA LACUSTRIS,QUADRIGULA LACUSTRIS
4/25/2021,4394,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,QUADRIGULA,CHLOROCOCCALES,CHLOROPHYTA,QUADRIGULA PFITZERI,QUADRIGULA PFITZERI
4/25/2021,4395,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,QUADRIGULA,CHLOROCOCCALES,CHLOROPHYTA,,QUADRIGULA
4/25/2021,4396,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SCHROEDERIA,CHLOROCOCCALES,CHLOROPHYTA,SCHROEDERIA ROBUSTA,SCHROEDERIA ROBUSTA
4/25/2021,4397,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SCHROEDERIA,CHLOROCOCCALES,CHLOROPHYTA,SCHROEDERIA SETIGERA,SCHROEDERIA SETIGERA
4/25/2021,4398,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SCHROEDERIA,CHLOROCOCCALES,CHLOROPHYTA,,SCHROEDERIA
4/25/2021,4399,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SELENASTRUM,CHLOROCOCCALES,CHLOROPHYTA,SELENASTRUM GRACILE,SELENASTRUM GRACILE
4/25/2021,4400,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SELENASTRUM,CHLOROCOCCALES,CHLOROPHYTA,SELENASTRUM MINUTUM,SELENASTRUM MINUTUM
4/25/2021,4401,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,SELENASTRUM,CHLOROCOCCALES,CHLOROPHYTA,,SELENASTRUM
4/25/2021,4402,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,TREUBARIA,OOCYSTALES,CHLOROPHYTA,TREUBARIA SETIGERUM,TREUBARIA SETIGERUM
4/25/2021,4403,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,TREUBARIA,OOCYSTALES,CHLOROPHYTA,TREUBARIA TRIAPPENDICULATA,TREUBARIA TRIAPPENDICULATA
